content,content_clean,content_preprocessing
Penyimpanan ruangnya sedikit,penyimpanan ruangnya sedikit,"['penyimpanan', 'ruangnya', 'sedikit']"
Thk,thk,['thk']
Pembaruan terus. Tidak sidarankan untuk mahasiswa kere macam saya.,pembaruan terus tidak sidarankan untuk mahasiswa kere macam saya,"['pembaruan', 'terus', 'sidarankan', 'mahasiswa', 'kere', 'macam']"
Sangat membantu,sangat membantu,"['sangat', 'membantu']"
Bisa gak apk nya di apus dri play store? Gak guna soal nya lemot...,bisa gak apk nya di apus dri play store gak guna soal nya lemot,"['gak', 'apk', 'nya', 'apus', 'dri', 'play', 'store', 'gak', 'soal', 'nya', 'lemot']"
Bikin pening mahasiswa tugas selalu numpuk di kejar waktu .awal nya si yes apknya lama lama kok loading lama ..,bikin pening mahasiswa tugas selalu numpuk di kejar waktu awal nya si yes apknya lama lama kok loading lama,"['bikin', 'pening', 'mahasiswa', 'tugas', 'selalu', 'numpuk', 'kejar', 'waktu', 'awal', 'nya', 'si', 'yes', 'apknya', 'lama', 'lama', 'kok', 'loading', 'lama']"
B.aja,baja,['baja']
"Disini saya kecewa dikarenakan Edlink susah dibuka kalo pake internetan dari kartu Indosat padahal kuota unlimited dipake buat medsos,game mobile,mbah google baik2 aja bahkan lancar kecepatan juga mbps giliran pake buat buka edlink malah loading terus, lemot kayak nggak ada kuota, malah kecepatan berubah 0,00 kbps, Parahhhh,,, terus juga kalo pake hp iPhone malah dibatesi mulai dari cara download tugas/kumpul tugas dll",disini saya kecewa dikarenakan edlink susah dibuka kalo pake internetan dari kartu indosat padahal kuota unlimited dipake buat medsosgame mobilembah google baik aja bahkan lancar kecepatan juga mbps giliran pake buat buka edlink malah loading terus lemot kayak nggak ada kuota malah kecepatan berubah  kbps parahhhh terus juga kalo pake hp iphone malah dibatesi mulai dari cara download tugaskumpul tugas dll,"['disini', 'kecewa', 'dikarenakan', 'edlink', 'susah', 'dibuka', 'kalo', 'pake', 'internetan', 'kartu', 'indosat', 'padahal', 'kuota', 'unlimited', 'dipake', 'buat', 'medsosgame', 'mobilembah', 'google', 'baik', 'aja', 'bahkan', 'lancar', 'kecepatan', 'mbps', 'giliran', 'pake', 'buat', 'buka', 'edlink', 'malah', 'loading', 'terus', 'lemot', 'kayak', 'kuota', 'malah', 'kecepatan', 'berubah', 'kbps', 'parahhhh', 'terus', 'kalo', 'pake', 'hp', 'iphone', 'malah', 'dibatesi', 'mulai', 'cara', 'download', 'tugaskumpul', 'tugas']"
Sangat membantu di saat situasi pandemi seperti sekarang ini,sangat membantu di saat situasi pandemi seperti sekarang ini,"['sangat', 'membantu', 'situasi', 'pandemi', 'sekarang']"
"Kenalan ah, saya dari universtitas bale bandung 👏🙌",kenalan ah saya dari universtitas bale bandung,"['kenalan', 'ah', 'universtitas', 'bale', 'bandung']"
Bagus,bagus,['bagus']
"Kenapa setelah diperbarui tambah jelek aplikasinya, bagusan edlink yg lama, mohon diperbaiki demi kenyamanan",kenapa setelah diperbarui tambah jelek aplikasinya bagusan edlink yg lama mohon diperbaiki demi kenyamanan,"['diperbarui', 'tambah', 'jelek', 'aplikasinya', 'bagusan', 'edlink', 'yg', 'lama', 'mohon', 'diperbaiki', 'kenyamanan']"
Kacau parah,kacau parah,"['kacau', 'parah']"
Sangat bermanfaat,sangat bermanfaat,"['sangat', 'bermanfaat']"
Koneksi stabil tapi saaat membuka edlink selalu error' atau lemot.. mohon di perhatikan lagi devlopernya,koneksi stabil tapi saaat membuka edlink selalu error atau lemot mohon di perhatikan lagi devlopernya,"['koneksi', 'stabil', 'saaat', 'membuka', 'edlink', 'selalu', 'error', 'lemot', 'mohon', 'perhatikan', 'devlopernya']"
Mantul,mantul,['mantul']
Sangat membantu perkuliahan,sangat membantu perkuliahan,"['sangat', 'membantu', 'perkuliahan']"
Bgus sekali,bgus sekali,"['bgus', 'sekali']"
Kenapa ketika di perbaharui kita tidak bisa lagi melihat anggota kelas kita yang sudah mengumpulkan tugas?,kenapa ketika di perbaharui kita tidak bisa lagi melihat anggota kelas kita yang sudah mengumpulkan tugas,"['perbaharui', 'melihat', 'anggota', 'kelas', 'mengumpulkan', 'tugas']"
Good,good,['good']
Aplikasi Ini Sangat Membantu Saya Dalam Berkuliah Online,aplikasi ini sangat membantu saya dalam berkuliah online,"['aplikasi', 'sangat', 'membantu', 'berkuliah', 'online']"
Ok,ok,[]
Good App,good app,"['good', 'app']"
Mantap,mantap,['mantap']
Not too good,not too good,"['not', 'too', 'good']"
"Sistemnya suka keluar2, gajelas",sistemnya suka keluar gajelas,"['sistemnya', 'suka', 'keluar', 'gajelas']"
"Setelah diperbaharui, aplikasi menjadi lebih baik. Sukses EdLink.",setelah diperbaharui aplikasi menjadi lebih baik sukses edlink,"['diperbaharui', 'aplikasi', 'menjadi', 'lebih', 'baik', 'sukses', 'edlink']"
Oke,oke,['oke']
coba dulu,coba dulu,"['coba', 'dulu']"
Bagus,bagus,['bagus']
Aplikasi bermasalah,aplikasi bermasalah,"['aplikasi', 'bermasalah']"
mantappp,mantappp,['mantappp']
Sangat membantu sekali bagi siswa sampai mahasiswa,sangat membantu sekali bagi siswa sampai mahasiswa,"['sangat', 'membantu', 'sekali', 'siswa', 'mahasiswa']"
Bagus,bagus,['bagus']
"Lemot, server nya kentang",lemot server nya kentang,"['lemot', 'server', 'nya', 'kentang']"
Aplikasinya bagus Dan sangat berguna untuk perkuliahan.,aplikasinya bagus dan sangat berguna untuk perkuliahan,"['aplikasinya', 'bagus', 'sangat', 'berguna', 'perkuliahan']"
Keren,keren,['keren']
Kadang loading nya lama,kadang loading nya lama,"['kadang', 'loading', 'nya', 'lama']"
Setuju dan sangat bermanfaat bagi kami,setuju dan sangat bermanfaat bagi kami,"['setuju', 'sangat', 'bermanfaat']"
Terimakasih edlink sudah membantu,terimakasih edlink sudah membantu,"['terimakasih', 'edlink', 'membantu']"
Sangat baik,sangat baik,"['sangat', 'baik']"
Good,good,['good']
Mohon d adakan notifikasi jika ada dosen yang mempost di edlink.. biar kami lebih cepat merespon,mohon d adakan notifikasi jika ada dosen yang mempost di edlink biar kami lebih cepat merespon,"['mohon', 'd', 'adakan', 'notifikasi', 'dosen', 'mempost', 'edlink', 'biar', 'lebih', 'cepat', 'merespon']"
Great,great,['great']
Sering ada gangguan pada aplikasinya,sering ada gangguan pada aplikasinya,"['sering', 'gangguan', 'aplikasinya']"
"Mengecewakan, sering down ga jelas",mengecewakan sering down ga jelas,"['mengecewakan', 'sering', 'down', 'ga', 'jelas']"
Lemot,lemot,['lemot']
Edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus corona/covid-19 ini. Terimakasih edlink 👍👍,edlink sangat membantu dan berguna bagi mahasiswa untuk perkuliahan disaat dunia sedang dilanda waba virus coronacovid ini terimakasih edlink,"['edlink', 'sangat', 'membantu', 'berguna', 'mahasiswa', 'perkuliahan', 'disaat', 'dunia', 'sedang', 'dilanda', 'waba', 'virus', 'coronacovid', 'terimakasih', 'edlink']"
Lemottttt payah,lemottttt payah,"['lemottttt', 'payah']"
"Banyak info yang dihadirkan menarik, mambantu perkuliahan Bagaimana cara singkronkan kelas akademik yang diikuti?",banyak info yang dihadirkan menarik mambantu perkuliahan bagaimana cara singkronkan kelas akademik yang diikuti,"['banyak', 'info', 'dihadirkan', 'menarik', 'mambantu', 'perkuliahan', 'bagaimana', 'cara', 'singkronkan', 'kelas', 'akademik', 'diikuti']"
Buruk,buruk,['buruk']
edlink lelet saat di akses janco,edlink lelet saat di akses janco,"['edlink', 'lelet', 'akses', 'janco']"
Lemot,lemot,['lemot']
Kenapa ga bisa download materi dan susah login ya,kenapa ga bisa download materi dan susah login ya,"['ga', 'download', 'materi', 'susah', 'login']"
"LEMOT AMAT SIH APLIKASI, JARINGAN BAGUS KOK NGADAT APLIKASI NYA.",lemot amat sih aplikasi jaringan bagus kok ngadat aplikasi nya,"['lemot', 'sih', 'aplikasi', 'jaringan', 'bagus', 'kok', 'ngadat', 'aplikasi', 'nya']"
"Saya memang sangat beruntung menggunakan aplikasi ini karena memudahkan saya untuk masuk akun sebagai mahasiswa dengan tujuan mengikuti proses belajar yang secara online. Hanya saja, mengapa akhir-akhir ini aplikasi edlink sangat Lola (Loding Lama) sampai-sampai gak bisa masuk lagi. Sungguh menyebalkan padahal kulon sudah mulai 🥴",saya memang sangat beruntung menggunakan aplikasi ini karena memudahkan saya untuk masuk akun sebagai mahasiswa dengan tujuan mengikuti proses belajar yang secara online hanya saja mengapa akhirakhir ini aplikasi edlink sangat lola loding lama sampaisampai gak bisa masuk lagi sungguh menyebalkan padahal kulon sudah mulai 🥴,"['memang', 'sangat', 'beruntung', 'menggunakan', 'aplikasi', 'memudahkan', 'masuk', 'akun', 'mahasiswa', 'tujuan', 'mengikuti', 'proses', 'belajar', 'online', 'akhirakhir', 'aplikasi', 'edlink', 'sangat', 'lola', 'loding', 'lama', 'sampaisampai', 'gak', 'masuk', 'sungguh', 'menyebalkan', 'padahal', 'kulon', 'mulai', '🥴']"
Terbaikkkk,terbaikkkk,['terbaikkkk']
ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan,ini gimana sih susah amat ngumpulin tugas lewat hp habis upload berkas susah ngirim nya harus lewat pc atau komputer dulu gk jelas menyusahkan,"['gimana', 'sih', 'susah', 'ngumpulin', 'tugas', 'lewat', 'hp', 'habis', 'upload', 'berkas', 'susah', 'ngirim', 'nya', 'lewat', 'pc', 'komputer', 'dulu', 'gk', 'jelas', 'menyusahkan']"
"Lambat, telat ngumpulin tugas gara gara server down",lambat telat ngumpulin tugas gara gara server down,"['lambat', 'telat', 'ngumpulin', 'tugas', 'gara', 'gara', 'server', 'down']"
Aplikasi tolol ngebug mulu Maintenance mulu bisa apa sih,aplikasi tolol ngebug mulu maintenance mulu bisa apa sih,"['aplikasi', 'tolol', 'ngebug', 'mulu', 'maintenance', 'mulu', 'apa', 'sih']"
Ngelag banget ga jelas,ngelag banget ga jelas,"['ngelag', 'banget', 'ga', 'jelas']"
"Kenapa cuma bisa upload gambar dan dokumen saja, saya mau upload video tapi tidak ada pilihan untuk kirim video",kenapa cuma bisa upload gambar dan dokumen saja saya mau upload video tapi tidak ada pilihan untuk kirim video,"['cuma', 'upload', 'gambar', 'dokumen', 'mau', 'upload', 'video', 'pilihan', 'kirim', 'video']"
"Bagai mana cara menggunakan aplikasi in untuk seorang admin / sekolah sehingga bisa menambahkan guru, siswa dan kelas ? File yang diupload tidak support. Apakah nilai dari quiz yang dbuat bisa deksport k excel ?",bagai mana cara menggunakan aplikasi in untuk seorang admin  sekolah sehingga bisa menambahkan guru siswa dan kelas  file yang diupload tidak support apakah nilai dari quiz yang dbuat bisa deksport k excel,"['bagai', 'mana', 'cara', 'menggunakan', 'aplikasi', 'in', 'seorang', 'admin', 'sekolah', 'menambahkan', 'guru', 'siswa', 'kelas', 'file', 'diupload', 'support', 'nilai', 'quiz', 'dbuat', 'deksport', 'k', 'excel']"
kenapa gk bisa download aplikasi Edlink.. hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data. mqn karna dan mungkin sebab apa y,kenapa gk bisa download aplikasi edlink hanya yg keluar di layar bertulisan adalah terjadi kesalahan dalam pengambilan data mqn karna dan mungkin sebab apa y,"['gk', 'download', 'aplikasi', 'edlink', 'yg', 'keluar', 'layar', 'bertulisan', 'terjadi', 'kesalahan', 'pengambilan', 'data', 'mqn', 'karna', 'mungkin', 'apa', 'y']"
Knapa saya kasih bintang satu. Karena nilainya tidak memuaskan eror Mulu aplikasinya saya udh bener semua tapi tetep nilainya 0,knapa saya kasih bintang satu karena nilainya tidak memuaskan eror mulu aplikasinya saya udh bener semua tapi tetep nilainya,"['knapa', 'kasih', 'bintang', 'satu', 'nilainya', 'memuaskan', 'eror', 'mulu', 'aplikasinya', 'udh', 'bener', 'semua', 'tetep', 'nilainya']"
"Kadang error , tapi lumayan tingkatkan",kadang error  tapi lumayan tingkatkan,"['kadang', 'error', 'lumayan', 'tingkatkan']"
Sangat membantu saya dalam perkuliahan. Serta memperoleh informasi yang bermanfaat,sangat membantu saya dalam perkuliahan serta memperoleh informasi yang bermanfaat,"['sangat', 'membantu', 'perkuliahan', 'memperoleh', 'informasi', 'bermanfaat']"
"Gak ngerti lagi sih nih aplikasi gimana. Server sering down, lemott buat login pdhal signal mendukung, loading aja terus, sering error juga apalagi kalau soal ujian disertai gambar. Ya semoga kedepannya bisa lebih baik",gak ngerti lagi sih nih aplikasi gimana server sering down lemott buat login pdhal signal mendukung loading aja terus sering error juga apalagi kalau soal ujian disertai gambar ya semoga kedepannya bisa lebih baik,"['gak', 'ngerti', 'sih', 'nih', 'aplikasi', 'gimana', 'server', 'sering', 'down', 'lemott', 'buat', 'login', 'pdhal', 'signal', 'mendukung', 'loading', 'aja', 'terus', 'sering', 'error', 'kalau', 'soal', 'ujian', 'disertai', 'gambar', 'semoga', 'kedepannya', 'lebih', 'baik']"
Hanya untuk mahasiswa,hanya untuk mahasiswa,['mahasiswa']
"Mudah dalam belajar online , praktis dan efisien dakam berkomunikasi .....thank you very much edlink",mudah dalam belajar online  praktis dan efisien dakam berkomunikasi thank you very much edlink,"['mudah', 'belajar', 'online', 'praktis', 'efisien', 'dakam', 'berkomunikasi', 'thank', 'you', 'very', 'much', 'edlink']"
Keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen ... Edlink jaya,keren banget aplikasi ini bisa membuat kita mudah daalm pembelajaran online dengn dosen  edlink jaya,"['keren', 'banget', 'aplikasi', 'membuat', 'mudah', 'daalm', 'pembelajaran', 'online', 'dengn', 'dosen', 'edlink', 'jaya']"
"Tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website , ketika kami mengetik , secara bersaman di forum kelas , saya sangat terganggu dengan fitur notice writing nya , itu akan menggangu dan memperlambat waktu ketika kita mengetik",tolong update lagi dan perbaiki bug ketika sedang mengakses edlink via website  ketika kami mengetik  secara bersaman di forum kelas  saya sangat terganggu dengan fitur notice writing nya  itu akan menggangu dan memperlambat waktu ketika kita mengetik,"['update', 'perbaiki', 'bug', 'sedang', 'mengakses', 'edlink', 'via', 'website', 'mengetik', 'bersaman', 'forum', 'kelas', 'sangat', 'terganggu', 'fitur', 'notice', 'writing', 'nya', 'menggangu', 'memperlambat', 'waktu', 'mengetik']"
Aplikasi edlink sangat berguna / bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,aplikasi edlink sangat berguna  bermanfaat sekali dalam perkuliahan atau pengumpulan tugas,"['aplikasi', 'edlink', 'sangat', 'berguna', 'bermanfaat', 'sekali', 'perkuliahan', 'pengumpulan', 'tugas']"
Ini sangat memudahkan dalam proses pembelajaran dan diskusi..,ini sangat memudahkan dalam proses pembelajaran dan diskusi,"['sangat', 'memudahkan', 'proses', 'pembelajaran', 'diskusi']"
"Alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring, sehingga tidak ketinggalan materi pembelajaran. Terimakasih Edlink atas dedikasinya 🙏",alhamdulillah aplikasi edlink ini sangat membantu proses pembelajaran via daring sehingga tidak ketinggalan materi pembelajaran terimakasih edlink atas dedikasinya,"['alhamdulillah', 'aplikasi', 'edlink', 'sangat', 'membantu', 'proses', 'pembelajaran', 'via', 'daring', 'ketinggalan', 'materi', 'pembelajaran', 'terimakasih', 'edlink', 'atas', 'dedikasinya']"
Lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,lebih mudah di gunakan untuk perkuliahan apalagi ini daring jadi semua tugas d edlink pokok nya ada nya edlink semua tugas kuliah berjalan dengan baik,"['lebih', 'mudah', 'gunakan', 'perkuliahan', 'daring', 'jadi', 'semua', 'tugas', 'd', 'edlink', 'pokok', 'nya', 'nya', 'edlink', 'semua', 'tugas', 'kuliah', 'berjalan', 'baik']"
"Ya, aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang, yaitu situasi pandemi corona virus (covid-19). dimana dalam situasi sekarang kita dituntut untuk di rumah saja, bekerja dari rumah sdan belajar dari rumah. Oleh karena itu, aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan. Terimakasih.",ya aplikasi ini layak dicoba karena sangat membantu kami dalam melaksanakan perkuliahan pada situasi sekarang yaitu situasi pandemi corona virus covid dimana dalam situasi sekarang kita dituntut untuk di rumah saja bekerja dari rumah sdan belajar dari rumah oleh karena itu aplikasi ini sangat membantu kami sebagai mahasiswa dalam melaksanakan perkuliahan terimakasih,"['aplikasi', 'layak', 'dicoba', 'sangat', 'membantu', 'melaksanakan', 'perkuliahan', 'situasi', 'sekarang', 'situasi', 'pandemi', 'corona', 'virus', 'covid', 'situasi', 'sekarang', 'dituntut', 'rumah', 'bekerja', 'rumah', 'sdan', 'belajar', 'rumah', 'aplikasi', 'sangat', 'membantu', 'mahasiswa', 'melaksanakan', 'perkuliahan', 'terimakasih']"
"Maaf kasih bintang 1 aja, sebelum ada perbaikan. Karena setiap upload tugas nunggu nya bermenit"" bahkan keseringan gagal. Kalo bukan karena tugas kuliah. Kagak mau ngedownload.",maaf kasih bintang  aja sebelum ada perbaikan karena setiap upload tugas nunggu nya bermenit bahkan keseringan gagal kalo bukan karena tugas kuliah kagak mau ngedownload,"['maaf', 'kasih', 'bintang', 'aja', 'perbaikan', 'upload', 'tugas', 'nunggu', 'nya', 'bermenit', 'bahkan', 'keseringan', 'gagal', 'kalo', 'bukan', 'tugas', 'kuliah', 'kagak', 'mau', 'ngedownload']"
"Terima kasih apl edlink. dengan adanya aplikasi ini, saya dan teman-teman serta dosen merasa lebih terbantu, segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran.🙏",terima kasih apl edlink dengan adanya aplikasi ini saya dan temanteman serta dosen merasa lebih terbantu segala sesuatu nya dapat di terap kan di aplikasi ini demi keberlangsungan pembelajaran,"['terima', 'kasih', 'apl', 'edlink', 'adanya', 'aplikasi', 'temanteman', 'dosen', 'merasa', 'lebih', 'terbantu', 'segala', 'nya', 'terap', 'kan', 'aplikasi', 'keberlangsungan', 'pembelajaran']"
Sangat Berguna banget dong y Edlink di tengah tengah wabah corona 💕 terimakasih sudah hadir,sangat berguna banget dong y edlink di tengah tengah wabah corona  terimakasih sudah hadir,"['sangat', 'berguna', 'banget', 'dong', 'y', 'edlink', 'tengah', 'tengah', 'wabah', 'corona', 'terimakasih', 'hadir']"
Lemot bngt susah akses masuknya,lemot bngt susah akses masuknya,"['lemot', 'bngt', 'susah', 'akses', 'masuknya']"
"Ada baiknya kalo untuk ujian, setelah konfirmasi bisa diedit. Karena serba salah, dikonfirmasi, tapi takut masih belum fix. Engga dikonfirmasi, takut kepepet waktu.",ada baiknya kalo untuk ujian setelah konfirmasi bisa diedit karena serba salah dikonfirmasi tapi takut masih belum fix engga dikonfirmasi takut kepepet waktu,"['baiknya', 'kalo', 'ujian', 'konfirmasi', 'diedit', 'serba', 'salah', 'dikonfirmasi', 'takut', 'fix', 'engga', 'dikonfirmasi', 'takut', 'kepepet', 'waktu']"
